NUID,SATREAD,SATMATH,ACTCUM,CARNIGIE,AVGSALMALE,AVGSALWOM,AVGSALTOT,HOUSE,HDEM,HREP,SENATE,SDEM,SREP,PERNWHT,STUFACR,TUITINS,FEEINS,TUITOUT,FEEOUT,FOOTBALL,TUITPER,SLCTVTY,APPEAL,RSRCHPSTU,BINGEDRK,HEALTHINS,MENTALHLTH,PHYSHLTH,CHGENROL,FRACDEGRE,RETPCNT
43,530,560,25,17,8356,7214,7881,0.678,0.136,1.123,0.848,0.207,0.943,0.416628236,13,5768,1664,16100,1664,NA,0.297746739,0.592804112,0.707129094,975.2655643,13.8,16.6,12.5,12.9,0.950469631,0.16305422,71
5038,545,580,27,21,6677,5794,6404,0.678,0.136,1.123,0.848,0.207,0.943,0.2256,14,24070,230,24070,230,NA,0.247683988,0.614241803,0.211843203,0,NA,NA,NA,NA,1.001602564,0.1712,74
4946,610,620,28,15,9905,7740,9085,0.678,0.136,1.123,0.848,0.207,0.943,0.240778432,19,6824,1386,18914,1386,0.538,0.211258938,0.620364517,0.388129405,4593.264703,15.3,14,12.5,12.9,1.01603599,0.189716122,83
5814,450,460,21,22,5771,5141,5485,0.678,0.136,1.123,0.848,0.207,0.943,0.94868286,15,4440,1516,10110,1516,0.364,0.062697062,0.386830103,0.365512159,2579.786179,NA,NA,NA,NA,0.931485022,0.155661991,62
7280,500,560,26,18,7492,6428,6927,0.678,0.136,1.123,0.848,0.207,0.943,0.262011969,17,5760,1960,11520,1960,0.538,0.210743547,0.723948093,0.461162412,618.5479624,14.4,17.1,13.9,14.6,0.977709668,0.215445996,75
4916,580,630,25,18,6457,5712,6083,0.678,0.136,1.123,0.848,0.207,0.943,0.212314692,20,5016,846,10032,846,0.273,0.251356194,0.862566074,0.542061281,87.24827536,NA,NA,NA,NA,1.030555135,0.172024072,67
2622,550,580,26,18,7061,6086,6562,0.678,0.136,1.123,0.848,0.207,0.943,0.31542814,17,5918,1971,11835,1971,0.5,0.2633337,0.942635659,0.458881579,275.8164466,NA,NA,NA,NA,1.032481695,0.1593361,70
6354,470,540,23,22,4941,4714,4847,0.678,0.136,1.123,0.848,0.207,0.943,0.298755187,10,12300,1500,12300,1500,NA,0.389741521,0.569672131,0.514388489,0,NA,NA,NA,NA,0.949753695,0.134854772,71
3383,610,610,28,18,7542,6569,7185,0.678,0.136,1.123,0.848,0.207,0.943,0.174675602,16,16560,480,16560,480,0.818,0.524381047,0.991185544,0.474433081,0,NA,NA,NA,NA,0.927032386,0.189647797,82
8241,530,530,24,19,6011,5160,5624,0.678,0.136,1.123,0.848,0.207,0.943,0.324806383,17,5970,1591,12330,1591,0.818,0.171377973,0.62783534,0.345227475,27.76554799,NA,NA,NA,NA,0.966432298,0.17671908,60
5050,580,590,28,21,6623,5495,6255,0.678,0.136,1.123,0.848,0.207,0.943,0.164929491,13,22800,520,22800,520,0.909,0.325605575,0.706120092,0.343417825,141.1042305,NA,NA,NA,NA,1.003075031,0.217657879,76
1589,540,560,26,22,6612,5543,6124,0.678,0.136,1.123,0.848,0.207,0.943,0.294509151,12,23750,690,23750,690,NA,0.222932091,0.889221557,0.287878788,0,NA,NA,NA,NA,1.003338898,0.206322795,68
1132,510,480,22,11,4767,4931,4855,0.678,0.136,1.123,0.848,0.207,0.943,0.238589212,20,2745,890,3840,890,NA,0.164639882,0.618106996,0.636484687,0,NA,NA,NA,NA,0.980006777,0.250691563,49
7058,470,540,23,22,4916,4290,4720,0.678,0.136,1.123,0.848,0.207,0.943,0.178932179,15,13400,960,13400,960,NA,0.359173547,0.704861111,0.406403941,0,NA,NA,NA,NA,1.019117647,0.16017316,58
779,540,540,24,19,6573,5929,6269,0.678,0.136,1.123,0.848,0.207,0.943,0.361248761,16,6300,1356,9750,1356,0.5,0.211959023,0.714228617,0.401790711,90.14742319,NA,NA,NA,NA,1.03328213,0.183597621,63
3421,NA,NA,NA,30,6985,7225,7051,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.767642643,9,37330,500,37330,500,NA,0.626772139,0.808988764,0.402777778,0,16,15.3,10.5,11.2,1.045936396,0.167417417,76
450,540,540,24,17,9467,9262,9360,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.548507167,11,32516,580,32516,580,0.909,0.76778741,0.8183391,0.245712943,0,NA,NA,NA,NA,1.039002715,0.23338877,85
5664,620,620,28,17,9427,8306,9060,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.482844942,17,33322,0,33322,0,NA,0.654561194,0.754001033,0.323519343,295.6854661,NA,NA,NA,NA,1.003694945,0.195847445,87
2196,550,550,24,18,8859,8171,8550,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.560494387,18,27612,1810,27612,1810,NA,0.800029414,0.796722869,0.32757079,0,15.6,21.2,13.3,14.5,1.1098666,0.167819481,83
5417,NA,NA,NA,30,9237,8758,9021,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.661589719,9,41592,350,41592,350,NA,0.823662967,0.636907731,0.212999217,0,16.6,11.7,9.8,10.1,1.023879142,0.242741552,80
7984,600,600,27,18,11309,9161,10313,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.533268102,16,36690,450,36690,450,0.444,0.551990522,0.609707242,0.140510488,0,18.6,10,9.8,9.2,0.994356879,0.25890411,83
10,640,680,30,18,9093,8131,8767,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.402674373,22,5472,3446,16632,3446,0.583,0.39055656,0.308887976,0.344491244,133.7754212,NA,NA,NA,NA,1.057166529,0.208561912,93
3666,NA,NA,NA,17,9008,9667,9331,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.614846483,14,16842,280,16842,280,NA,0.886025573,0.385542169,0.25,11.23338515,17.3,14.8,11,11,1.042755826,0.259036145,83
6353,NA,NA,NA,18,8695,7758,8249,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.79668553,26,5472,1320,16632,1320,NA,0.167525739,0.705951449,0.263449806,18.03334681,16.8,20.9,13.5,14.3,0.990095048,0.1793654,73
2300,490,500,20,18,9042,7980,8521,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.814379415,30,5472,1078,16632,1078,NA,0.278369751,0.844461598,0.248994516,21.99510595,14,29,16.3,19,0.996180137,0.199949546,88
94,580,630,27,18,9227,8773,9036,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.778641761,22,5472,1432,16632,1432,NA,0.278723412,0.518733043,0.214974142,90.60199468,14.5,28.6,13.8,16.4,1.028334275,0.190930989,89
1164,NA,NA,NA,18,8396,7985,8172,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.878461935,26,5472,667,16632,667,NA,0.28687744,0.423427414,0.200567927,0,14,18.7,11.2,12.3,1.037210234,0.218279016,80
5020,510,520,22,18,8482,7650,8111,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.739864306,25,5472,827,16632,827,0.429,0.237541177,0.594020249,0.313626276,78.20147278,14.7,24.3,14.8,16.2,1.042166077,0.212311766,83
5673,550,580,24,18,8882,8230,8561,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.735116094,25,5472,843,16632,843,NA,0.362702143,0.444683189,0.239237865,26.28601905,16.3,16.5,11.1,11.4,1.03891552,0.222911292,89
4821,NA,NA,NA,18,8824,8429,8628,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.804142012,27,5472,1092,16632,1092,NA,0.341489653,0.703144831,0.146610509,70.73863905,14.4,18.7,11.9,12.7,1.042887998,0.243786982,81
623,570,600,25,18,9017,8300,8669,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.775011139,25,5472,980,16632,980,NA,0.32625948,0.35459335,0.21327364,33.07530207,15.2,21,12.7,13.9,1.026114787,0.232353943,90
4988,480,500,20,18,8918,8449,8683,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.89921567,27,5472,876,16632,876,NA,0.261478366,0.610743882,0.170529539,120.7767708,15.1,23.4,13,14.7,0.964942551,0.187710814,84
3572,510,520,22,18,8795,8123,8457,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.729414123,28,5472,1077,16632,1077,NA,0.343935019,0.528574852,0.313141044,185.458277,NA,NA,NA,NA,1.063649448,0.226657645,77
224,520,530,22,18,8746,8153,8470,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.662780466,27,5472,1176,16632,1176,0.583,0.303314353,0.72649652,0.236011753,28.92360631,14.9,17.6,13.2,13.9,1.05717418,0.212745899,83
3271,730,770,34,15,16366,12988,15194,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.690901767,17,11220,1752,34098,1752,0.417,NA,0.160201675,0.462521151,16720.85743,15.8,9.9,9.8,9.4,1.011355535,0.282563819,96
5343,640,700,31,15,13283,11379,12587,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.660895758,18,11220,2676,34098,2676,0.182,NA,0.403680029,0.220008183,17601.2772,NA,NA,NA,NA,1.020863868,0.249697379,93
1628,600,690,29,15,14262,11791,13297,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.789738267,19,11220,1959,34098,1959,NA,NA,0.374201308,0.218360787,10174.73639,15.9,9,8.6,8.3,1.041409126,0.258781176,92
2793,710,750,33,15,17032,13699,15841,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.686200378,16,11220,1485,34098,1485,0.769,NA,0.185573801,0.358926459,18335.5989,15.1,23.4,13,14.7,1.015188748,0.270413574,97
4044,600,650,27,15,12548,10528,11880,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.830720729,19,11220,2187,34098,2187,NA,NA,0.582920141,0.203335868,5363.843682,15.6,21.2,13.3,14.5,1.012547107,0.236404239,90
4912,660,710,31,15,14709,11886,13665,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.592595698,17,11220,2645,34098,2645,NA,NA,0.363447233,0.195115925,8375.181083,17.2,15.6,11.3,11.4,1.006116595,0.245901639,92
2358,620,650,29,15,13031,11484,12428,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.617153889,18,11220,2177,34098,2177,NA,NA,0.557247035,0.177792465,7410.697683,NA,NA,NA,NA,0.97767472,0.231991175,89
7011,NA,NA,NA,30,6532,6423,6484,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.570767196,7,41700,576,41700,576,NA,0.537102194,0.244218316,0.354166667,0,NA,NA,NA,NA,1.028571429,0.271825397,87
3819,NA,NA,NA,22,8410,7959,8317,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.421845574,14,5472,1064,16632,1064,NA,0.1353832,0.666969147,0.281632653,3455.676083,14.5,16.3,12.2,12.8,1.069486405,0.178907721,83
4419,NA,NA,NA,9,6849,5547,6361,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.82754491,20,NA,NA,NA,NA,NA,0.715729261,0.875,0.485714286,0,NA,NA,NA,NA,0.889243876,0.182035928,43
1361,640,650,29,18,12199,9713,11197,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.445883441,14,44710,683,44710,683,0.8,0.655008026,0.470376589,0.241713412,464.1014107,18.2,15.9,11.3,11.4,1.03992304,0.238552266,91
5376,560,540,25,21,6494,5282,5924,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.573248408,18,25550,1540,25550,1540,NA,0.953584051,0.555012225,0.603524229,0,NA,NA,NA,NA,1.093532338,0.132848044,73
2188,750,770,33,21,13331,11569,12751,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.5653789,8,47150,245,47150,245,NA,0.19756075,0.10772795,0.502304147,6164.933135,NA,NA,NA,NA,0.997037037,0.285289747,96
795,NA,NA,NA,22,7601,6850,7513,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.58652576,14,15980,180,15980,180,NA,1,0.438016529,0.535849057,0,14.1,10,8.2,8.2,1.436432638,0.085865258,86
4250,570,580,25,19,9005,7951,8357,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.631031614,9,41280,450,41280,450,NA,0.584044425,0.809248555,0.155952381,0,NA,NA,NA,NA,1.017350825,0.242928453,82
6784,560,560,24,19,6641,5972,6342,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.582744333,11,26250,388,26250,388,NA,0.824655508,0.666228647,0.386587771,0,14.7,24.3,14.8,16.2,0.995873786,0.202778455,81
8044,770,800,35,21,13874,11157,12765,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.527027027,8,48315,279,48315,279,NA,0.244337644,0.142468733,0.372137405,3812.835381,NA,NA,NA,NA,1.032994924,0.222358722,97
2367,480,500,21,19,8566,10249,9842,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.762678804,9,34058,430,34058,430,NA,0.601712249,0.570552147,0.318996416,0,14,18.3,12.5,13.3,0.951144094,0.257477243,72
4680,560,540,24,19,8483,7698,8118,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.494239892,23,5472,1699,16632,1699,0.8,0.245177475,0.765530557,0.15199035,0,NA,NA,NA,NA,1.046324746,0.201039078,74
4136,NA,NA,NA,21,7229,7326,7266,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.729613734,5,27312,1820,27312,1820,NA,0.157738518,0.414634146,0.647058824,0,15.1,23.4,13,14.7,0.896153846,0.253218884,86
8223,530,488,21,24,6559,5208,6317,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.363376252,16,12360,500,12360,500,NA,0.525158984,0.663265306,0.753846154,0,NA,NA,NA,NA,0.907792208,0.194563662,51
4125,550,550,23,17,9737,8968,9344,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.756568708,17,35300,1444,35300,1444,0.222,0.82898868,0.465565408,0.146882338,0,NA,NA,NA,NA,1.008121827,0.251670786,86
6123,520,550,23,19,7376,6812,7132,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.800385728,15,28764,1131,28764,1131,NA,0.666005268,0.406415976,0.244119185,29.31983285,15.6,21.2,13.3,14.5,1.010064935,0.152684024,77
4270,610,590,28,22,7196,5133,6693,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.378977273,10,29440,420,29440,420,NA,0.550769693,0.758762887,0.529891304,0,18.1,13.8,10.8,10.9,0.936668441,0.198295455,86
3622,640,660,30,18,10628,9695,10215,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.532807425,11,40680,692,40680,692,NA,0.644481426,0.527110671,0.211053703,620.8816705,15.1,23.4,13,14.7,1.016701264,0.270812065,90
3265,NA,NA,NA,10,3765,3114,3296,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.461187215,27,NA,NA,NA,NA,NA,0.906321135,0.874524715,0.895652174,0,14.9,17.6,13.2,13.9,1.887931034,0.401826484,21
4540,535,560,23,22,11680,12423,12023,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.649056604,15,36900,620,36900,620,NA,0.556534153,0.450571792,0.109419064,0,NA,NA,NA,NA,1.027131783,0.2,80
4324,640,610,29,19,10367,9846,10011,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.518877057,11,41618,1300,41618,1300,NA,0.356696738,0.761369716,0.132115249,1621.724105,14,18.3,12.5,13.3,1.250605327,0.290416263,71
7066,510,510,21,20,8507,8281,8340,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.852386238,12,33836,990,33836,990,NA,0.627877971,0.782970847,0.280141844,0,15.1,23.4,13,14.7,1.064382753,0.254162042,77
8059,NA,NA,NA,30,777,543,748,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.686103542,5,23985,0,23985,0,NA,0.977861061,0.944976077,0.643037975,0,NA,NA,NA,NA,0.911574764,0.369482289,65
6516,520,520,21,19,8698,8099,8365,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.638866064,11,31422,400,31422,400,NA,0.678514686,0.777111214,0.105106888,0,NA,NA,NA,NA,0.994687372,0.194741167,75
82,690,700,31,21,11030,10163,10599,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.503851382,10,46952,570,46952,570,0.556,0.326636831,0.420359084,0.213949843,1423.844132,15.1,23.4,13,14.7,0.988799283,0.232442229,93
2672,483,490,20,22,7110,6404,6827,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.493582888,14,26550,580,26550,580,0.6,0.54563786,0.310043668,0.539906103,0,16.3,16.5,11.1,11.4,1.066742727,0.194652406,81
953,NA,NA,NA,10,5084,5507,5469,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.814835471,26,NA,NA,NA,NA,NA,0.587318393,1,0.681818182,0,17.3,14.8,11,11,0.944181148,0.412158394,62
3776,550,580,27,21,6051,5675,5863,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.705796396,16,27081,1050,27081,1050,NA,0.52520214,0.47440273,0.335046249,0,NA,NA,NA,NA,1.045315682,0.192401364,79
4935,630,683,30,17,11055,9043,10193,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.63930131,14,40822,520,40822,520,NA,0.531150172,0.548969242,0.110857828,2160.99869,13.6,23.4,14.1,15.7,0.970338983,0.275254731,86
6695,650,680,30,17,12411,9994,11472,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.574656785,12,46440,252,46440,252,NA,0.49950547,0.354610725,0.207845618,383.9144697,NA,NA,NA,NA,1.022992791,0.279188434,92
5206,NA,NA,NA,21,10853,9479,10083,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.503623188,12,46752,268,46752,268,NA,0.638437051,0.130203515,0.461811723,333.1811594,NA,NA,NA,NA,0.995491434,0.248188406,90
799,770,770,34,21,12895,11842,12421,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.560540873,7,45500,332,45500,332,NA,0.085491799,0.121910185,0.477707006,1892.440074,NA,NA,NA,NA,1,0.240319607,98
3200,600,600,27,18,10070,9388,9748,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.598572561,14,42836,350,42836,350,0.667,0.618556858,0.730862563,0.226682765,0,17.3,13.3,11.2,11.1,1.039742744,0.262807296,87
2516,650,670,30,17,13153,11105,12190,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.47593985,15,42330,578,42330,578,0.75,0.573403802,0.46248333,0.171346183,533.2975295,17.3,14.8,11,11,1.044073119,0.267776584,90
461,NA,NA,NA,30,5431,4319,4957,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.503113325,11,39226,870,39226,870,NA,0.676667251,0.950819672,0.199507389,0,16.6,11.7,9.8,10.1,1.02685422,0.230386052,69
3745,550,560,24,18,9638,8853,9248,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.744555985,24,5472,996,16632,996,NA,0.342892285,0.659731565,0.178024375,629.3523398,16.6,11.7,9.8,10.1,1.009290146,0.231196911,84
6898,620,630,28,17,13316,12008,12667,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.656192391,14,40996,454,40996,454,NA,0.737923092,0.600527281,0.143347967,242.7518016,16.6,11.7,9.8,10.1,1.018259386,0.257248198,87
4746,570,550,25,24,6794,6489,6715,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.301788376,13,23410,1580,23410,1580,NA,0.611394924,0.758064516,0.501182033,0,NA,NA,NA,NA,1.05254902,0.201937407,79
6802,560,600,25,18,9631,8676,9171,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.764106071,27,5472,1851,16632,1851,0.25,0.374858475,0.598459883,0.195875709,0.016677567,14.1,15.7,10.3,10.7,1.058930932,0.228759141,87
1315,680,710,32,18,12707,10616,11761,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.59474634,12,43812,0,43812,0,NA,0.501045436,0.493493493,0.178363759,485.6627231,14.4,10.4,8.9,8.9,1.026871204,0.256867856,96
3942,NA,NA,NA,24,2740,2536,2681,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.222222222,5,10400,760,10400,760,NA,0.233054543,1,0.75,844.7222222,17.7,13.1,13.6,13.3,0.87804878,0.222222222,83
3677,600,610,27,18,10519,9752,10123,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.54640051,13,41230,150,41230,150,NA,0.612707107,0.75950668,0.156968877,0,NA,NA,NA,NA,1.008783205,0.274155872,89
7554,550,550,23,18,8879,8440,8659,-1.146,-1.651,1.541,-1.41,-1.656,1.482,0.45486911,26,5472,1804,16632,1804,NA,0.311703488,0.80018008,0.156409591,227.2398953,NA,NA,NA,NA,1.02987167,0.217696335,81
