NUID,CHGENROL_13,FRACDEGRE_13,RETPCNT_13,CHGENROL_14,FRACDEGRE_14,RETPCNT_14,CHGENROL_15,FRACDEGRE_15,RETPCNT_15,CHGENROL_16,FRACDEGRE_16,RETPCNT_16
9634,1,0.22051039,0.97,0.976738483,0.25864138,0.86,1.033103416,0.179894161,0.96,1.016132793,0.197092967,0.97
8941,1,0.21047371,0.77,1.001636315,0.199364061,0.8,1.034740207,0.21155579,0.75,0.97570965,0.121075725,0.74
8966,1,0.212547703,0.77,0.98079607,0.183687036,0.64,1.032220464,0.189512435,0.8,1.09386544,0.120288016,0.75
9493,1,0.228321797,0.75,0.968213611,0.202403014,0.63,1.01891579,0.187277918,0.49,0.99498458,0.121245447,0.71
8440,1,0.191126252,0.65,1.210522396,0.238079139,0.76,1.039735567,0.209448716,0.7,0.998815902,0.123231474,0.82
8304,1,0.180120462,0.78,0.96949401,0.171946695,0.77,1.004571779,0.196670141,0.76,0.975036189,0.122658628,0.73
9249,1,0.208608114,0.93,0.97777656,0.215011219,0.84,0.995379601,0.214385939,0.92,0.995404873,0.194628143,0.87
9565,1,0.205927163,0.8,0.958155325,0.208845828,0.68,1.002789987,0.204616012,0.7,0.959654454,0.120940666,0.71
8398,1,0.167902492,0.78,0.995343901,0.182471284,0.68,1.089982191,0.217544935,0.7,0.930363079,0.190088525,0.67
8407,1,0.198106946,0.85,0.991934225,0.186179798,0.86,1.018174855,0.203866376,0.85,0.994873461,0.12153219,0.8
9749,1,0.226326847,0.87,1.020918556,0.212088676,0.71,1.053735619,0.188298002,0.91,0.999034467,0.192470599,0.85
8937,1,0.196578484,0.86,1.005976237,0.209579395,0.73,1.06132751,0.20778492,0.7,0.989502137,0.122646339,0.62
8826,1,0.197232099,0.74,0.992170543,0.24174565,0.85,1.007483688,0.15798137,0.63,0.976945494,0.120501492,0.7
8847,1,0.192205307,0.73,1.063915237,0.190512101,0.65,1.07510917,0.205931698,0.7,0.983669409,0.124292897,0.64
9740,1,0.163528845,0.62,1.037185736,0.173668768,0.75,1.116699055,0.201921892,0.93,1.113658724,0.120577643,0.7
8521,1,0.23078552,0.73,0.971583846,0.180463891,0.6,1.056091982,0.205954098,0.73,1.031212341,0.124808382,0.7
8589,1,0.158196805,0.83,0.964511696,0.165429302,0.66,0.960018657,0.175632594,0.74,0.977871002,0.137667643,0.7
8653,1,0.165482721,0.66,1.106036775,0.208110527,0.75,1.031042071,0.212339937,0.71,0.953015191,0.172431433,0.7
9712,1,0.155975185,0.83,0.918392587,0.16152903,0.74,1.105590975,0.153368239,0.7,1.03673187,0.121165899,0.62
9274,1,0.193137723,0.75,1.024811514,0.134555213,0.74,1.104158279,0.209800113,0.92,1.055350963,0.128607687,0.7
9315,1,0.143184343,0.69,0.971421641,0.150393432,0.75,1.075877721,0.174120812,0.64,0.988797065,0.181017471,0.7
8352,1,0.173836342,0.62,0.982930056,0.15924476,0.72,1.037834904,0.155384417,0.64,1.041410189,0.122539872,0.7
9857,1,0.161803362,0.84,0.993172742,0.147577695,0.64,1.04670317,0.146373288,0.63,0.984809086,0.122989307,0.7
9915,1,0.154457305,0.65,1.009983995,0.186127959,0.75,1.104214145,0.17318152,0.92,1.018626677,0.193473152,0.7
9089,1,0.229172611,0.86,1.004492256,0.234855167,0.75,1.016352229,0.146201602,0.85,1.018157274,0.124158789,0.81
8841,1,0.224897679,0.88,0.967585792,0.233608738,0.82,1.066755189,0.15024635,0.88,1.023922786,0.125395105,0.89
8373,1,0.230368215,0.87,0.94954697,0.225875777,0.84,1.056221821,0.213230497,0.74,0.988040156,0.122858525,0.8
8934,1,0.220282493,0.73,0.955100063,0.20436557,0.61,1.019673359,0.195388036,0.78,1.005961822,0.122798665,0.73
8759,1,0.217012796,0.62,0.983079707,0.214901898,0.84,0.967050371,0.194129513,0.82,0.971874132,0.121915592,0.78
9269,1,0.272104305,0.98,0.970446527,0.219843205,0.86,1.038032387,0.200681555,0.98,1.049859596,0.120495628,0.98
8366,1,0.224564508,0.67,0.997888455,0.239387645,0.93,1.016285719,0.155978379,0.91,1.026308503,0.180957622,0.78
9794,1,0.184775468,0.84,1.020580542,0.211218134,0.59,1.088592281,0.192720439,0.77,1.054949396,0.122075247,0.83
8372,1,0.16838434,0.9,0.97528137,0.163337001,0.67,1.076544318,0.167512175,0.76,1.026064003,0.125743867,0.73
9227,1,0.224267519,0.81,0.982538061,0.181953433,0.6,1.008293563,0.221626891,0.87,1.022005777,0.120045982,0.82
8955,1,0.20675388,0.83,0.953658042,0.228032858,0.77,1.007929571,0.140454814,0.89,1.005041232,0.120453404,0.83
9802,1,0.204665184,0.86,0.994066044,0.20859274,0.7,1.016310461,0.20448258,0.88,0.984875884,0.120701243,0.83
8456,1,0.238509788,0.79,1.002628317,0.233238745,0.82,1.083434684,0.224354089,0.78,0.990408753,0.121390568,0.82
8737,1,0.244169075,0.94,0.996318973,0.249556482,0.95,1.015482628,0.203606384,0.96,1.014410638,0.127129975,0.94
9786,1,0.227944283,0.87,1.003128294,0.230143014,0.73,0.983422513,0.206349097,0.89,1.010540401,0.122236389,0.86
8389,1,0.195385821,0.82,1.008328324,0.203476264,0.86,1.009936072,0.211712172,0.83,0.998448543,0.124335805,0.84
9852,1,0.213260421,0.75,0.942258198,0.193491499,0.65,1.010448066,0.219290238,0.72,1.026210214,0.123174395,0.71
8726,1,0.16285322,0,0.982806372,0.160690736,0.68,1.04660225,0.175957164,0.75,1.01140231,0.120763891,0.77
8719,1,0.19082333,0.79,1.027196819,0.185338458,0.6,1.033308391,0.183405638,0.72,1.016560108,0.198470741,0.7
8425,1,0.227557503,0.82,0.967690308,0.201353021,0.82,1.039910335,0.200171721,0.85,0.989250496,0.12006472,0.82
9559,1,0.164664836,0.83,0.965975826,0.128327245,0.6,1.120317031,0.202018511,0.7,1.002370333,0.197521393,0.7
8686,1,0.192544042,0.74,0.989580239,0.179131008,0.66,1.055406578,0.192233496,0.76,1.026285726,0.198720974,0.72
9119,1,0.149288455,0,1.056364605,0.155991506,0.75,1.078136663,0.169192674,0.7,1.002581993,0.198143011,0.69
8840,1,0.203975364,0.66,0.987165771,0.222407539,0.64,1.006666645,0.225681044,0.65,0.997645256,0.122985633,0.72
8766,1,0.222945722,0.62,0.963447896,0.105454471,0.63,1.100247133,0.177118312,0.7,1.061047477,0.124509854,0.92
9300,1,0.205584772,0.92,0.953981286,0.214464898,0.73,1.002862561,0.14977454,0.92,1.003209469,0.121534458,0.87
9137,1,0.17098021,0.62,1.03951427,0.187174459,0.94,1.029800588,0.180271317,0.6,1.036600636,0.125872661,0.7
8635,1,0.227875546,0.85,0.987897999,0.214045269,0.81,1.088345612,0.242443366,0.87,1.000711519,0.123680742,0.86
9002,1,0.15273987,0.7,0.906278067,0.15810059,0.7,1.064413277,0.159834529,0.7,1.062508939,0.12504691,0.7
9432,1,0.152202965,0.7,0.951806613,0.129086044,0.59,1.084206431,0.150038503,0.7,0.99272896,0.121284246,0.7
9983,1,0.19180476,0.81,0.984013737,0.201435606,0.66,0.969429132,0.198468411,0.75,0.99657978,0.128292308,0.66
8636,1,0.195435767,0.65,0.993415898,0.179489327,0.68,1.058172784,0.22812129,0.88,1.049746191,0.199922828,0.7
9482,1,0.160284756,0.69,0.945959824,0.161374177,0.6,1.03153545,0.151793389,0.93,1.185226873,0.143298327,0.7
8543,1,0.20169782,0.62,0.922306353,0.222477059,0.65,1.085242494,0.202304553,0.7,1.017549327,0.19948057,0.7
8806,1,0.17931863,0.66,1.043036665,0.215392785,0.75,1.070326336,0.152515942,0.7,0.654657572,0.1877019,0.7
8789,1,0.211812766,0.82,1.860989632,0.202982454,0.69,1.04473865,0.195914864,0.91,1.022061459,0.128484119,0.86
9100,1,0.200094025,0.91,0.941868019,0.207621654,0.81,1.077260556,0.175237748,0.84,1.062262714,0.129713001,0.88
9102,1,0.212440431,0.61,0.979311104,0.198004358,0.67,0.98982599,0.188332342,0.81,1.035611264,0.125778623,0.74
9000,1,0.179582188,0.79,0.907600465,0.176343661,0.83,1.025370559,0.185603185,0.7,1.078362181,0.124676286,0.8
9656,1,0.179331495,0.71,0.928805257,0.176451393,0.75,1.073007131,0.174208976,0.7,1.168217461,0.127478158,0.74
8487,1,0.232640137,0.93,0.940487785,0.204762565,0.89,1.061688132,0.198165967,0.88,0.978594956,0.125859511,0.87
8951,1,0.204366444,0.65,0.921837739,0.2049799,0.66,1.058634511,0.173463233,0.84,1.07303736,0.122557429,0.68
9727,1,0.206484421,0.7,0.940688649,0.229571957,0.75,1.095339618,0.209141614,0.61,1.00413978,0.120362167,0.62
9438,1,0.191117479,0,0.977421427,0.193676769,0.76,1.063988281,0.228277393,0.6,0.977177277,0.191038774,0.74
9215,1,0.221393412,0.65,0.994369286,0.197404757,0.76,1.06832053,0.18666486,0.7,1.048324279,0.12143717,0.7
9640,1,0.165558186,0.68,1.018265635,0.195741878,0.76,1.169673874,0.209674195,0.6,1.010956384,0.129370507,0.7
9571,1,0.218760289,0.78,0.993223833,0.188811373,0.62,1.072485042,0.203466507,0.93,0.983166272,0.197868452,0.7
8872,1,0.170579062,0,0.996810546,0.204112642,0.73,1.044418707,0.194456907,0.75,1.035965168,0.120511706,0.75
9220,1,0.208551858,0,1.064788247,0.216629002,0.83,1.01203403,0.237096814,0.78,1.01005572,0.199426122,0.8
9183,1,0.191539554,0,1.018992488,0.181127623,0.93,1.076500881,0.194270941,0.79,1.011940486,0.121209822,0.75
8436,1,0.22903938,0.89,1.006273858,0.221680406,0.87,1.068596063,0.214492505,0.87,1.062773852,0.125425381,0.89
8794,1,0.190994349,0.6,0.962745866,0.177459681,0.76,1.080150564,0.14856217,0.64,0.969560659,0.1940307,0.62
8556,1,0.228579449,0.82,1.000656697,0.213089264,0.81,1.098953228,0.202030412,0.78,1.032287521,0.121260385,0.8
9528,1,0.236160584,0.86,0.980877493,0.221102541,0.67,1.074363793,0.219500249,0.88,0.986333984,0.122510172,0.86
8783,1,0.197266405,0.77,0.995006248,0.191400869,0.71,1.086902648,0.175979176,0.65,0.996273026,0.196721673,0.63
9484,1,0.222308914,0.81,1.028441008,0.220080697,0.74,1.028497206,0.204899596,0.61,1.117187925,0.126614256,0.8
9733,1,0.220963314,0.86,0.991417618,0.230368695,0.75,1.075037355,0.202347552,0.84,0.996246899,0.197825073,0.74
8367,1,0.10946487,0.62,1.039271997,0.09795446,0.74,0.930755709,0.137159442,0.63,0.987394455,0.183761867,0.7
8698,1,0.229213454,0.61,1.045299332,0.204785089,0.75,1.130451566,0.140482033,0.91,1.128626525,0.122680952,0.75
9648,1,0.222949943,0.98,0.909302629,0.276685753,0.86,1.025539098,0.25362386,0.99,0.98568283,0.198493676,0.98
8913,1,0.235586244,0.82,1.011250106,0.238259744,0.63,1.059935772,0.219187264,0.82,1.011691662,0.199533989,0.8
8956,1,0.221226194,0.88,0.9474422,0.261001541,0.82,1.033252887,0.336551435,0.86,0.966127202,0.193338287,0.85
8815,1,0.157666901,0.83,1.062553833,0.20183997,0.75,0.972300627,0.130934838,0.63,0.980742151,0.196874465,0.6
9417,1,0.232340055,0.72,0.871314979,0.216703071,0.6,1.13989335,0.122650293,0.7,0.981621175,0.198934519,0.61
9050,1,0.206804789,0.77,0.906367878,0.211218133,0.75,1.041138078,0.202639457,0.7,0.952667822,0.199415298,0.7
9627,1,0.17896848,0.76,1.00301327,0.209922292,0.75,1.08964695,0.239683999,0.7,0.977647441,0.199244672,0.64
9193,1,0.191367912,0.75,1.0141279,0.151207082,0.75,1.022241905,0.157320186,0.73,1.066361603,0.123346509,0.7
8417,1,0.227217793,0.94,1.000915738,0.27199842,0.91,1.077337719,0.254211462,0.93,1.016551274,0.121200853,0.92
8665,1,0.228166887,0.83,0.974963457,0.214032144,0.79,1.08482346,0.232570879,0.7,1.018676347,0.124259252,0.7
8935,1,0.220406502,0,0.994602322,0.213892316,0.83,1.036169379,0.213789967,0.82,0.987632197,0.122436779,0.76
8457,1,0.22868909,0.85,0.995801035,0.232167798,0.81,1.064827905,0.201198357,0.81,1.011960201,0.122322077,0.84
8883,1,0.199020604,0.67,1.014343494,0.186090664,0.75,1.069001697,0.168584741,0.65,0.9827252,0.122416303,0.64
9403,1,0.184111035,0.84,0.985385981,0.171202509,0.75,1.093186124,0.146656026,0.74,0.956392077,0.121356371,0.94
9837,1,0.195682681,0.75,0.976481319,0.175456251,0.75,1.059148448,0.156727045,0.64,1.001271262,0.12368592,0.7
9653,1,0.220628842,0.91,1.005388561,0.209743171,0.81,1.062467018,0.210352845,0.91,1.064542344,0.123381099,0.9
8903,1,0.230612911,0.87,0.933041389,0.208823758,0.8,1.042431712,0.199745269,0.85,1.026772641,0.120950554,0.85
9265,1,0.204442173,0.8,0.919027273,0.200755127,0.73,1.060921748,0.215965109,0.85,0.970382387,0.198022407,0.81
8859,1,0.195955163,0.53,1.014444739,0.211214545,0.61,1.046565732,0.216349089,0.94,0.991879361,0.122646599,0.7
9332,1,0.221132456,0.91,0.998584214,0.223073422,0.72,1.052672843,0.201631157,0.79,1.014126468,0.123853154,0.84
8757,1,0.205187578,0.79,1.014612281,0.208076426,0.84,1.059169295,0.22037315,0.68,0.994261495,0.120815086,0.8
9294,1,0.142619349,0.6,1.025683679,0.18049299,0.71,0.991378837,0.139085329,0.7,1.031524707,0.195789244,0.62
9692,1,0.228936069,0.72,0.976104133,0.217951028,0.51,1.11306051,0.23678901,0.7,1.054470711,0.198940457,0.7
9246,1,0.109127892,0.83,0.926480305,0.198158416,0.63,0.986603603,0.179970556,0.7,1.050388877,0.19688932,0.7
8515,1,0.189329858,0.83,0.904204045,0.199577018,0.81,1.069134423,0.146821648,0.7,1.119999792,0.123752512,0.7
8833,1,0.194099299,0,0.910097309,0.196711696,0.75,1.052395053,0.201771455,0.76,1.052032032,0.125599141,0.76
9689,1,0.161119067,0.7,0.935897948,0.174367296,0.75,1.040417379,0.181197911,0.63,1.030739717,0.12634431,0.63
9254,1,0.213916445,0.91,0.917214534,0.207593129,0.81,1.05218641,0.229830941,0.91,1.044362212,0.126675962,0.91
9327,1,0.169127945,0.69,0.91530484,0.194748535,0.75,1.036250662,0.155944223,0.7,1.003010526,0.124693103,0.7
9015,1,0.200704673,0.66,0.930120764,0.202987909,0.75,1.090254929,0.196980692,0.7,0.999877805,0.196351086,0.7
8317,1,0.202575796,0.78,1.012582439,0.21815895,0.71,0.988768629,0.223754115,0.77,0.969678146,0.197830175,0.77
9293,1,0.176003495,0.75,0.934909162,0.175702456,0.75,1.043301045,0.178192727,0.7,0.959765886,0.120290015,0.7
9880,1,0.198197686,0.6,0.967709044,0.20559844,0.75,1.035197442,0.190931481,0.7,1.021030867,0.196951721,0.7
9677,1,0.168749225,0.72,0.932355929,0.176819059,0.63,1.049239977,0.180889127,0.7,1.017593883,0.129924278,0.7
8431,1,0.212972801,0.84,1.007136384,0.209231817,0.86,1.037830853,0.204659665,0.87,1.007947742,0.121702169,0.86
9182,1,0.218778476,0.72,0.880178701,0.208296319,0.75,0.96605878,0.199685437,0.75,1.004619347,0.196592346,0.76
9527,1,0.236661631,0.87,1.026086771,0.213834656,0.75,1.066168848,0.218601746,0.78,0.974758515,0.19999206,0.9
9205,1,0.198144812,0,1.034672303,0.211927056,0.75,0.985844162,0.195960928,0.79,1.03388319,0.12016135,0.77
9810,1,0.196222081,0.7,1.001278818,0.194390926,0.6,1.03851946,0.191429129,0.7,0.956007592,0.197668699,0.69
9725,1,0.216406894,0.7,0.917755154,0.228767415,0.84,1.027956989,0.162422297,0.7,0.949108269,0.199324352,0.61
8585,1,0.180606118,0.7,0.983997906,0.20283271,0.81,1.022810581,0.207290313,0.84,0.96425018,0.120585223,0.8
8350,1,0.12764343,0.61,0.982178342,0.149326977,0.69,0.998499138,0.157535598,0.7,1.054094345,0.129302833,0.7
8449,1,0.19425311,0.61,1.03101857,0.219459345,0.77,1.045882456,0.210248006,0.7,0.931417963,0.188632245,0.7
8471,1,0.212187275,0.87,1.018491251,0.220467924,0.86,1.010629305,0.220474588,0.91,0.999643543,0.199042094,0.87
8692,1,0.168125128,0.6,0.923228401,0.241367117,0.75,1.145231404,0.157538822,0.93,1.1034887,0.128818433,0.7
9055,1,0.176343092,0.82,1.00496639,0.194361993,0.75,1.044071378,0.186102246,0.76,0.986901586,0.122405964,0.76
8633,1,0.159592452,0.62,1.000565449,0.185756438,0.67,1.069860821,0.189659099,0.63,0.933060491,0.121916194,0.7
8620,1,0.237470423,0.8,0.981440143,0.222245962,0.71,1.060322291,0.198350186,0.7,0.985083875,0.125305644,0.82
8365,1,0.192606968,0.7,0.96762857,0.191387093,0.67,1.037394137,0.190059572,0.77,1.036613003,0.120833918,0.73
9592,1,0.222639372,0.6,0.96721905,0.215124868,0.75,0.982645828,0.209264768,0.73,0.973627642,0.197647905,0.7
8704,1,0.220994481,0.77,0.91573366,0.237635224,0.75,1.033042839,0.207054383,0.77,0.983738414,0.198526182,0.7
9928,1,0.19894197,0,0.99494988,0.201608941,0.83,1.056785133,0.198895839,0.63,1.004548121,0.199916164,0.66
9155,1,0.197469732,0.64,0.902613827,0.208131234,0.75,1.060680006,0.202878691,0.76,0.971050027,0.120123135,0.75
8845,1,0.199865322,0.81,0.971559439,0.199485937,0.79,0.973043808,0.20097021,0.7,1.033021582,0.120138698,0.65
9146,1,0.184074522,0.77,0.945912925,0.176785826,0.75,1.059699687,0.223960076,0.63,1.016671109,0.198407295,0.7
9801,1,0.240922941,0.74,0.909535157,0.228915213,0.75,1.05426459,0.147950913,0.77,0.991292849,0.120248416,0.73
9138,1,0.257964173,0.92,0.986793542,0.268858816,0.83,0.995780749,0.206292519,0.95,1.000734722,0.122461859,0.94
8399,1,0.168232073,0.94,0.946811652,0.183398024,0.75,1.048272298,0.179525754,0.7,0.96102688,0.12113522,0.74
8733,1,0.207283782,0,0.98658038,0.216528245,0.7,1.045098073,0.196954685,0.77,1.033583432,0.12019703,0.8
9425,1,0.211222495,0.79,0.984631756,0.209072222,0.75,1.048396954,0.21485278,0.74,0.997585102,0.12076118,0.72
9045,1,0.224704987,0.89,0.928219984,0.221326946,0.75,1.002176161,0.211846764,0.89,0.989260099,0.123814277,0.9
8669,1,0.167133093,0.7,1.032180921,0.150618207,0.75,0.99698363,0.214953716,0.61,0.945702217,0.132993089,0.7
9028,1,0.188313547,0.74,0.999073223,0.164674543,0.49,1.060900677,0.212346289,0.83,0.96827228,0.120585565,0.87
8337,1,0.174989487,0.63,0.922147912,0.174335869,0.68,0.993539809,0.170504283,0.78,0.967883902,0.199623805,0.76
9812,1,0.167259985,0,0.963904072,0.137509483,0.83,1.057715734,0.17562824,0.63,1.000130041,0.123673292,0.67
9975,1,0.157813557,0.68,1.074611349,0.204401308,0.73,1.053446745,0.220943287,0.7,1.092058514,0.129450918,0.7
9843,1,0.202244515,0.61,1.008193993,0.166310921,0.75,1.087422704,0.193485307,0.7,0.975283326,0.196919806,0.7
8488,1,0.175664341,0.61,1.037129139,0.167556311,0.84,1.004454622,0.210526797,0.7,0.94929277,0.198194465,0.7
8886,1,0.204071485,0.81,0.969583696,0.231741817,0.62,1.006148301,0.211383926,0.84,1.006620881,0.122048578,0.77
9384,1,0.205284028,0.73,0.932349493,0.174945086,0.75,0.941687689,0.232922674,0.6,0.919363592,0.19808707,0.62
8547,1,0.205942329,0.78,1.002770172,0.192719483,0.7,1.049955862,0.196265325,0.59,0.985167564,0.198548268,0.7
8823,1,0.161438852,0.75,0.940899394,0.207877053,0.67,1.089361702,0.207305477,0.7,0.963812372,0.129661013,0.7
9383,1,0.200797783,0.65,0.997087311,0.177096947,0.84,1.073879554,0.200113236,0.92,0.976850257,0.198748812,0.7
9463,1,0.196480216,0.6,0.935154528,0.206904595,0.75,1.031313627,0.181467658,0.62,1.009372586,0.120238299,0.7
